"school","class","gender","social","raven","id","english"
"46","1","boy","4",28,"1190",35
"46","1","girl","4",21,"1191",48
"46","1","boy","9",31,"1192",44
"46","1","girl","3",31,"1193",37
"46","1","girl","9",30,"1198",84
"46","1","boy","5",32,"1199",27
"46","1","boy","2",36,"1200",84
"47","1","boy","3",31,"1203",80
"47","1","girl","6",28,"1204",39
"47","1","girl","9",21,"1205",27
"47","1","girl","4",35,"1206",45
"47","1","girl","4",23,"1208",40
"47","1","girl","9",13,"1210",36
"47","1","girl","4",14,"1211",23
"47","1","girl","8",34,"1212",49
"47","1","girl","9",20,"1213",61
"47","1","boy","6",15,"1214",28
"47","1","boy","4",17,"1215",17
"47","1","boy","4",29,"1216",15
"47","1","girl","4",27,"1217",47
"47","1","boy","4",27,"1218",42
"47","1","boy","4",31,"1219",34
"47","2","girl","4",16,"1220",32
"47","2","girl","4",22,"1221",51
"47","2","boy","4",36,"1222",37
"47","2","girl","2",36,"1223",88
"47","2","girl","4",30,"1224",36
"47","2","boy","2",31,"1225",31
"47","2","boy","1",25,"1226",63
"47","2","boy","5",33,"1227",29
"47","2","girl","1",35,"1228",42
"47","2","girl","4",23,"1229",28
"47","2","boy","4",28,"1230",25
"47","2","boy","5",25,"1231",17
"47","2","girl","4",30,"1232",41
"47","2","girl","4",31,"1234",22
"47","2","boy","7",29,"1235",30
"47","2","boy","4",23,"1236",54
"47","2","girl","4",26,"1237",23
"47","2","boy","8",32,"1239",44
"48","1","girl","4",29,"1243",57
"48","1","girl","4",24,"1244",19
"48","1","boy","2",26,"1245",34
"48","1","boy","6",25,"1246",40
"48","1","boy","4",26,"1247",40
"48","1","girl","4",23,"1248",34
"48","1","boy","4",30,"1249",40
"48","1","boy","7",25,"1251",54
"48","1","girl","4",17,"1252",36
"48","1","boy","6",29,"1253",19
"48","1","boy","2",22,"1254",58
"48","1","girl","3",27,"1256",9
"48","1","girl","9",25,"1257",39
"48","1","boy","2",28,"1258",19
"48","2","girl","2",25,"1262",63
"48","2","boy","9",27,"1264",40
"48","2","girl","4",21,"1265",42
"48","2","girl","7",18,"1266",17
"48","2","boy","5",25,"1269",48
"48","2","boy","8",6,"1270",21
"48","2","girl","4",17,"1271",37
"48","2","boy","4",26,"1272",17
"48","2","girl","3",15,"1273",15
"48","2","girl","2",15,"1274",74
"48","2","boy","2",29,"1275",45
"48","2","girl","4",23,"1276",36
"48","2","boy","4",33,"1277",77
"48","2","girl","4",23,"1278",35
"48","2","boy","4",20,"1279",20
"48","2","boy","5",14,"1280",15
"48","3","girl","4",25,"1284",64
"48","3","boy","3",29,"1285",36
"48","3","girl","3",31,"1286",70
"48","3","boy","3",35,"1287",61
"48","3","girl","4",29,"1288",72
"48","3","girl","9",36,"1289",87
"48","3","girl","4",27,"1290",12
"48","3","girl","3",25,"1291",44
"48","3","boy","3",26,"1292",57
"48","3","boy","9",31,"1293",40
"48","3","girl","9",24,"1295",50
"48","3","girl","4",36,"1296",59
"48","3","girl","2",24,"1297",18
"48","3","boy","4",23,"1298",29
"48","3","girl","3",24,"1299",18
"48","3","girl","2",27,"1301",73
"48","4","girl","9",23,"1302",20
"48","4","boy","9",25,"1303",7
"48","4","boy","3",27,"1305",46
"48","4","boy","9",15,"1306",21
"48","4","girl","9",23,"1307",17
"48","4","girl","3",22,"1308",23
"48","4","girl","4",12,"1309",28
"48","4","girl","4",34,"1311",41
"48","4","boy","2",29,"1312",76
"48","4","girl","4",23,"1313",23
"48","4","girl","3",21,"1314",38
"48","4","girl","4",27,"1316",39
"48","4","girl","2",31,"1317",58
"48","4","girl","4",27,"1318",41
"48","4","girl","4",25,"1319",32
"48","4","boy","9",27,"1321",45
"48","4","boy","4",26,"1323",19
"49","1","boy","5",16,"1327",4
"49","1","boy","5",29,"1329",72
"49","1","boy","5",36,"1330",59
"49","1","girl","4",28,"1331",40
"49","1","boy","7",34,"1332",47
"49","1","girl","3",26,"1333",31
"49","1","girl","4",15,"1337",27
"49","1","girl","4",26,"1338",60
"49","1","boy","2",27,"1339",46
"49","1","boy","9",27,"1340",8
"49","2","girl","5",17,"1342",15
"49","2","boy","4",32,"1343",50
"49","2","boy","2",26,"1344",45
"49","2","boy","2",29,"1345",80
"49","2","girl","4",25,"1346",24
"49","2","girl","7",20,"1347",39
"49","2","girl","9",16,"1348",33
"49","2","boy","4",29,"1349",61
"49","2","girl","4",17,"1351",26
"49","2","boy","2",36,"1352",90
"49","2","boy","2",29,"1353",85
"49","2","boy","2",29,"1355",83
"50","1","boy","7",27,"1359",57
"50","1","boy","4",32,"1360",33
"50","1","boy","6",33,"1361",16
"50","1","girl","7",24,"1365",33
"50","1","boy","5",26,"1371",18
"50","1","girl","2",26,"1372",25
"50","1","boy","2",34,"1374",75
"50","1","boy","5",33,"1376",23
"50","1","girl","3",32,"1380",61
"50","1","girl","4",21,"1384",20
"50","1","girl","4",22,"1386",18
"50","1","boy","5",14,"1390",75
"50","1","boy","2",34,"1397",82
"50","1","boy","4",27,"1399",28
